Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,66037,2020,01,01,26.2,1,N
IDCJAC0010,66037,2020,01,02,26.6,1,N
IDCJAC0010,66037,2020,01,03,30.9,1,N
IDCJAC0010,66037,2020,01,04,43.3,1,N
IDCJAC0010,66037,2020,01,05,24.4,1,N
IDCJAC0010,66037,2020,01,06,25.2,1,N
IDCJAC0010,66037,2020,01,07,29.6,1,N
IDCJAC0010,66037,2020,01,08,24.6,1,N
IDCJAC0010,66037,2020,01,09,26.0,1,N
IDCJAC0010,66037,2020,01,10,31.5,1,N
IDCJAC0010,66037,2020,01,11,22.5,1,N
IDCJAC0010,66037,2020,01,12,23.3,1,N
IDCJAC0010,66037,2020,01,13,27.1,1,N
IDCJAC0010,66037,2020,01,14,28.5,1,N
IDCJAC0010,66037,2020,01,15,28.7,1,N
IDCJAC0010,66037,2020,01,16,28.5,1,N
IDCJAC0010,66037,2020,01,17,22.6,1,N
IDCJAC0010,66037,2020,01,18,22.8,1,N
IDCJAC0010,66037,2020,01,19,24.9,1,N
IDCJAC0010,66037,2020,01,20,30.0,1,N
IDCJAC0010,66037,2020,01,21,30.4,1,N
IDCJAC0010,66037,2020,01,22,32.7,1,N
IDCJAC0010,66037,2020,01,23,43.7,1,N
IDCJAC0010,66037,2020,01,24,26.6,1,N
IDCJAC0010,66037,2020,01,25,29.4,1,N
IDCJAC0010,66037,2020,01,26,37.7,1,N
IDCJAC0010,66037,2020,01,27,28.4,1,N
IDCJAC0010,66037,2020,01,28,30.0,1,N
IDCJAC0010,66037,2020,01,29,27.1,1,N
IDCJAC0010,66037,2020,01,30,31.4,1,N
IDCJAC0010,66037,2020,01,31,33.7,1,N
IDCJAC0010,66037,2020,02,01,37.6,1,N
IDCJAC0010,66037,2020,02,02,26.2,1,N
IDCJAC0010,66037,2020,02,03,31.2,1,N
IDCJAC0010,66037,2020,02,04,24.3,1,N
IDCJAC0010,66037,2020,02,05,27.6,1,N
IDCJAC0010,66037,2020,02,06,26.2,1,N
IDCJAC0010,66037,2020,02,07,22.3,1,N
IDCJAC0010,66037,2020,02,08,25.1,1,N
IDCJAC0010,66037,2020,02,09,23.7,1,N
IDCJAC0010,66037,2020,02,10,28.6,1,N
IDCJAC0010,66037,2020,02,11,30.6,1,N
IDCJAC0010,66037,2020,02,12,26.7,1,N
IDCJAC0010,66037,2020,02,13,27.5,1,N
IDCJAC0010,66037,2020,02,14,25.5,1,N
IDCJAC0010,66037,2020,02,15,26.3,1,N
IDCJAC0010,66037,2020,02,16,25.0,1,N
IDCJAC0010,66037,2020,02,17,24.8,1,N
IDCJAC0010,66037,2020,02,18,31.8,1,N
IDCJAC0010,66037,2020,02,19,30.4,1,N
IDCJAC0010,66037,2020,02,20,24.0,1,N
IDCJAC0010,66037,2020,02,21,25.8,1,N
IDCJAC0010,66037,2020,02,22,23.9,1,N
IDCJAC0010,66037,2020,02,23,26.7,1,N
IDCJAC0010,66037,2020,02,24,29.0,1,N
IDCJAC0010,66037,2020,02,25,30.6,1,N
IDCJAC0010,66037,2020,02,26,34.3,1,N
IDCJAC0010,66037,2020,02,27,27.8,1,N
IDCJAC0010,66037,2020,02,28,24.5,1,N
IDCJAC0010,66037,2020,02,29,28.5,1,N
IDCJAC0010,66037,2020,03,01,30.7,1,N
IDCJAC0010,66037,2020,03,02,39.6,1,N
IDCJAC0010,66037,2020,03,03,21.8,1,N
IDCJAC0010,66037,2020,03,04,26.3,1,N
IDCJAC0010,66037,2020,03,05,24.0,1,N
IDCJAC0010,66037,2020,03,06,26.8,1,N
IDCJAC0010,66037,2020,03,07,23.9,1,N
IDCJAC0010,66037,2020,03,08,21.6,1,N
IDCJAC0010,66037,2020,03,09,22.3,1,N
IDCJAC0010,66037,2020,03,10,23.7,1,N
IDCJAC0010,66037,2020,03,11,25.7,1,N
IDCJAC0010,66037,2020,03,12,26.0,1,N
IDCJAC0010,66037,2020,03,13,27.0,1,N
IDCJAC0010,66037,2020,03,14,19.6,1,N
IDCJAC0010,66037,2020,03,15,20.0,1,N
IDCJAC0010,66037,2020,03,16,21.4,1,N
IDCJAC0010,66037,2020,03,17,23.5,1,N
IDCJAC0010,66037,2020,03,18,27.5,1,N
IDCJAC0010,66037,2020,03,19,32.3,1,N
IDCJAC0010,66037,2020,03,20,36.6,1,N
IDCJAC0010,66037,2020,03,21,25.1,1,N
IDCJAC0010,66037,2020,03,22,30.0,1,N
IDCJAC0010,66037,2020,03,23,22.0,1,N
IDCJAC0010,66037,2020,03,24,22.9,1,N
IDCJAC0010,66037,2020,03,25,23.9,1,N
IDCJAC0010,66037,2020,03,26,21.5,1,N
IDCJAC0010,66037,2020,03,27,23.3,1,N
IDCJAC0010,66037,2020,03,28,24.9,1,N
IDCJAC0010,66037,2020,03,29,25.2,1,N
IDCJAC0010,66037,2020,03,30,27.0,1,N
IDCJAC0010,66037,2020,03,31,25.5,1,N
IDCJAC0010,66037,2020,04,01,25.2,1,N
IDCJAC0010,66037,2020,04,02,25.7,1,N
IDCJAC0010,66037,2020,04,03,26.1,1,N
IDCJAC0010,66037,2020,04,04,27.4,1,N
IDCJAC0010,66037,2020,04,05,25.5,1,N
IDCJAC0010,66037,2020,04,06,23.2,1,N
IDCJAC0010,66037,2020,04,07,20.9,1,N
IDCJAC0010,66037,2020,04,08,19.9,1,N
IDCJAC0010,66037,2020,04,09,21.0,1,N
IDCJAC0010,66037,2020,04,10,23.8,1,N
IDCJAC0010,66037,2020,04,11,27.6,1,N
IDCJAC0010,66037,2020,04,12,20.5,1,N
IDCJAC0010,66037,2020,04,13,22.8,1,N
IDCJAC0010,66037,2020,04,14,26.7,1,N
IDCJAC0010,66037,2020,04,15,28.4,1,N
IDCJAC0010,66037,2020,04,16,27.3,1,N
IDCJAC0010,66037,2020,04,17,27.7,1,N
IDCJAC0010,66037,2020,04,18,23.3,1,N
IDCJAC0010,66037,2020,04,19,21.0,1,N
IDCJAC0010,66037,2020,04,20,21.7,1,N
IDCJAC0010,66037,2020,04,21,26.6,1,N
IDCJAC0010,66037,2020,04,22,26.1,1,N
IDCJAC0010,66037,2020,04,23,26.6,1,N
IDCJAC0010,66037,2020,04,24,27.7,1,N
IDCJAC0010,66037,2020,04,25,27.2,1,N
IDCJAC0010,66037,2020,04,26,29.0,1,N
IDCJAC0010,66037,2020,04,27,22.7,1,N
IDCJAC0010,66037,2020,04,28,24.5,1,N
IDCJAC0010,66037,2020,04,29,28.0,1,N
IDCJAC0010,66037,2020,04,30,19.8,1,N
IDCJAC0010,66037,2020,05,01,18.1,1,N
IDCJAC0010,66037,2020,05,02,20.1,1,N
IDCJAC0010,66037,2020,05,03,18.2,1,N
IDCJAC0010,66037,2020,05,04,17.9,1,N
IDCJAC0010,66037,2020,05,05,19.1,1,N
IDCJAC0010,66037,2020,05,06,23.8,1,N
IDCJAC0010,66037,2020,05,07,25.0,1,N
IDCJAC0010,66037,2020,05,08,28.3,1,N
IDCJAC0010,66037,2020,05,09,27.2,1,N
IDCJAC0010,66037,2020,05,10,18.2,1,N
IDCJAC0010,66037,2020,05,11,18.0,1,N
IDCJAC0010,66037,2020,05,12,21.5,1,N
IDCJAC0010,66037,2020,05,13,20.1,1,N
IDCJAC0010,66037,2020,05,14,17.7,1,N
IDCJAC0010,66037,2020,05,15,16.1,1,N
IDCJAC0010,66037,2020,05,16,19.2,1,N
IDCJAC0010,66037,2020,05,17,20.4,1,N
IDCJAC0010,66037,2020,05,18,19.1,1,N
IDCJAC0010,66037,2020,05,19,22.4,1,N
IDCJAC0010,66037,2020,05,20,25.4,1,N
IDCJAC0010,66037,2020,05,21,18.2,1,N
IDCJAC0010,66037,2020,05,22,16.7,1,N
IDCJAC0010,66037,2020,05,23,17.7,1,N
IDCJAC0010,66037,2020,05,24,16.9,1,N
IDCJAC0010,66037,2020,05,25,16.0,1,N
IDCJAC0010,66037,2020,05,26,20.0,1,N
IDCJAC0010,66037,2020,05,27,18.4,1,N
IDCJAC0010,66037,2020,05,28,21.9,1,N
IDCJAC0010,66037,2020,05,29,16.6,1,N
IDCJAC0010,66037,2020,05,30,20.7,1,N
IDCJAC0010,66037,2020,05,31,22.4,1,N
IDCJAC0010,66037,2020,06,01,23.7,1,N
IDCJAC0010,66037,2020,06,02,15.9,1,N
IDCJAC0010,66037,2020,06,03,17.4,1,N
IDCJAC0010,66037,2020,06,04,15.6,1,N
IDCJAC0010,66037,2020,06,05,20.1,1,N
IDCJAC0010,66037,2020,06,06,19.4,1,N
IDCJAC0010,66037,2020,06,07,16.0,1,N
IDCJAC0010,66037,2020,06,08,16.0,1,N
IDCJAC0010,66037,2020,06,09,17.3,1,N
IDCJAC0010,66037,2020,06,10,17.6,1,N
IDCJAC0010,66037,2020,06,11,20.1,1,N
IDCJAC0010,66037,2020,06,12,16.6,1,N
IDCJAC0010,66037,2020,06,13,20.2,1,N
IDCJAC0010,66037,2020,06,14,22.1,1,N
IDCJAC0010,66037,2020,06,15,21.6,1,N
IDCJAC0010,66037,2020,06,16,21.9,1,N
IDCJAC0010,66037,2020,06,17,18.4,1,N
IDCJAC0010,66037,2020,06,18,18.4,1,N
IDCJAC0010,66037,2020,06,19,20.1,1,N
IDCJAC0010,66037,2020,06,20,21.4,1,N
IDCJAC0010,66037,2020,06,21,19.6,1,N
IDCJAC0010,66037,2020,06,22,17.7,1,N
IDCJAC0010,66037,2020,06,23,17.0,1,N
IDCJAC0010,66037,2020,06,24,18.5,1,N
IDCJAC0010,66037,2020,06,25,19.1,1,N
IDCJAC0010,66037,2020,06,26,18.6,1,N
IDCJAC0010,66037,2020,06,27,16.2,1,N
IDCJAC0010,66037,2020,06,28,15.7,1,N
IDCJAC0010,66037,2020,06,29,14.8,1,N
IDCJAC0010,66037,2020,06,30,19.1,1,N
IDCJAC0010,66037,2020,07,01,22.4,1,N
IDCJAC0010,66037,2020,07,02,24.2,1,N
IDCJAC0010,66037,2020,07,03,18.6,1,N
IDCJAC0010,66037,2020,07,04,16.5,1,N
IDCJAC0010,66037,2020,07,05,18.4,1,N
IDCJAC0010,66037,2020,07,06,17.7,1,N
IDCJAC0010,66037,2020,07,07,16.4,1,N
IDCJAC0010,66037,2020,07,08,16.2,1,N
IDCJAC0010,66037,2020,07,09,18.2,1,N
IDCJAC0010,66037,2020,07,10,18.6,1,N
IDCJAC0010,66037,2020,07,11,16.7,1,N
IDCJAC0010,66037,2020,07,12,18.0,1,N
IDCJAC0010,66037,2020,07,13,16.8,1,N
IDCJAC0010,66037,2020,07,14,16.4,1,N
IDCJAC0010,66037,2020,07,15,15.1,1,N
IDCJAC0010,66037,2020,07,16,15.2,1,N
IDCJAC0010,66037,2020,07,17,15.0,1,N
IDCJAC0010,66037,2020,07,18,17.0,1,N
IDCJAC0010,66037,2020,07,19,20.4,1,N
IDCJAC0010,66037,2020,07,20,18.5,1,N
IDCJAC0010,66037,2020,07,21,15.6,1,N
IDCJAC0010,66037,2020,07,22,19.6,1,N
IDCJAC0010,66037,2020,07,23,18.1,1,N
IDCJAC0010,66037,2020,07,24,19.0,1,N
IDCJAC0010,66037,2020,07,25,18.1,1,N
IDCJAC0010,66037,2020,07,26,17.1,1,N
IDCJAC0010,66037,2020,07,27,16.8,1,N
IDCJAC0010,66037,2020,07,28,17.4,1,N
IDCJAC0010,66037,2020,07,29,17.6,1,N
IDCJAC0010,66037,2020,07,30,17.1,1,N
IDCJAC0010,66037,2020,07,31,16.1,1,N
IDCJAC0010,66037,2020,08,01,20.1,1,N
IDCJAC0010,66037,2020,08,02,18.8,1,N
IDCJAC0010,66037,2020,08,03,21.5,1,N
IDCJAC0010,66037,2020,08,04,22.7,1,N
IDCJAC0010,66037,2020,08,05,18.2,1,N
IDCJAC0010,66037,2020,08,06,15.2,1,N
IDCJAC0010,66037,2020,08,07,15.0,1,N
IDCJAC0010,66037,2020,08,08,17.4,1,N
IDCJAC0010,66037,2020,08,09,15.4,1,N
IDCJAC0010,66037,2020,08,10,16.0,1,N
IDCJAC0010,66037,2020,08,11,19.0,1,N
IDCJAC0010,66037,2020,08,12,19.3,1,N
IDCJAC0010,66037,2020,08,13,22.3,1,N
IDCJAC0010,66037,2020,08,14,19.1,1,N
IDCJAC0010,66037,2020,08,15,20.1,1,N
IDCJAC0010,66037,2020,08,16,21.0,1,N
IDCJAC0010,66037,2020,08,17,20.2,1,N
IDCJAC0010,66037,2020,08,18,22.8,1,N
IDCJAC0010,66037,2020,08,19,22.4,1,N
IDCJAC0010,66037,2020,08,20,18.7,1,N
IDCJAC0010,66037,2020,08,21,19.7,1,N
IDCJAC0010,66037,2020,08,22,16.4,1,N
IDCJAC0010,66037,2020,08,23,17.1,1,N
IDCJAC0010,66037,2020,08,24,17.8,1,N
IDCJAC0010,66037,2020,08,25,14.9,1,N
IDCJAC0010,66037,2020,08,26,19.1,1,N
IDCJAC0010,66037,2020,08,27,22.7,1,N
IDCJAC0010,66037,2020,08,28,17.5,1,N
IDCJAC0010,66037,2020,08,29,22.4,1,N
IDCJAC0010,66037,2020,08,30,26.8,1,N
IDCJAC0010,66037,2020,08,31,21.8,1,N
IDCJAC0010,66037,2020,09,01,17.8,1,N
IDCJAC0010,66037,2020,09,02,25.2,1,N
IDCJAC0010,66037,2020,09,03,31.5,1,N
IDCJAC0010,66037,2020,09,04,20.5,1,N
IDCJAC0010,66037,2020,09,05,21.7,1,N
IDCJAC0010,66037,2020,09,06,19.9,1,N
IDCJAC0010,66037,2020,09,07,23.0,1,N
IDCJAC0010,66037,2020,09,08,23.5,1,N
IDCJAC0010,66037,2020,09,09,16.1,1,N
IDCJAC0010,66037,2020,09,10,18.2,1,N
IDCJAC0010,66037,2020,09,11,20.8,1,N
IDCJAC0010,66037,2020,09,12,23.9,1,N
IDCJAC0010,66037,2020,09,13,26.5,1,N
IDCJAC0010,66037,2020,09,14,20.6,1,N
IDCJAC0010,66037,2020,09,15,23.1,1,N
IDCJAC0010,66037,2020,09,16,26.4,1,N
IDCJAC0010,66037,2020,09,17,33.3,1,N
IDCJAC0010,66037,2020,09,18,18.6,1,N
IDCJAC0010,66037,2020,09,19,24.3,1,N
IDCJAC0010,66037,2020,09,20,24.6,1,N
IDCJAC0010,66037,2020,09,21,29.9,1,N
IDCJAC0010,66037,2020,09,22,28.4,1,N
IDCJAC0010,66037,2020,09,23,25.4,1,N
IDCJAC0010,66037,2020,09,24,23.3,1,N
IDCJAC0010,66037,2020,09,25,25.2,1,N
IDCJAC0010,66037,2020,09,26,18.7,1,N
IDCJAC0010,66037,2020,09,27,18.1,1,N
IDCJAC0010,66037,2020,09,28,20.2,1,N
IDCJAC0010,66037,2020,09,29,19.4,1,N
IDCJAC0010,66037,2020,09,30,21.5,1,N
IDCJAC0010,66037,2020,10,01,25.7,1,N
IDCJAC0010,66037,2020,10,02,27.8,1,N
IDCJAC0010,66037,2020,10,03,29.5,1,N
IDCJAC0010,66037,2020,10,04,29.8,1,N
IDCJAC0010,66037,2020,10,05,34.8,1,N
IDCJAC0010,66037,2020,10,06,18.9,1,N
IDCJAC0010,66037,2020,10,07,22.2,1,N
IDCJAC0010,66037,2020,10,08,29.9,1,N
IDCJAC0010,66037,2020,10,09,24.9,1,N
IDCJAC0010,66037,2020,10,10,25.3,1,N
IDCJAC0010,66037,2020,10,11,28.3,1,N
IDCJAC0010,66037,2020,10,12,24.9,1,N
IDCJAC0010,66037,2020,10,13,30.3,1,N
IDCJAC0010,66037,2020,10,14,22.2,1,N
IDCJAC0010,66037,2020,10,15,26.6,1,N
IDCJAC0010,66037,2020,10,16,20.6,1,N
IDCJAC0010,66037,2020,10,17,25.8,1,N
IDCJAC0010,66037,2020,10,18,25.4,1,N
IDCJAC0010,66037,2020,10,19,20.5,1,N
IDCJAC0010,66037,2020,10,20,21.7,1,N
IDCJAC0010,66037,2020,10,21,24.1,1,N
IDCJAC0010,66037,2020,10,22,24.2,1,N
IDCJAC0010,66037,2020,10,23,28.0,1,N
IDCJAC0010,66037,2020,10,24,26.8,1,N
IDCJAC0010,66037,2020,10,25,16.6,1,N
IDCJAC0010,66037,2020,10,26,16.9,1,N
IDCJAC0010,66037,2020,10,27,18.8,1,N
IDCJAC0010,66037,2020,10,28,19.1,1,N
IDCJAC0010,66037,2020,10,29,20.3,1,N
IDCJAC0010,66037,2020,10,30,22.3,1,N
IDCJAC0010,66037,2020,10,31,21.2,1,N
IDCJAC0010,66037,2020,11,01,19.0,1,N
IDCJAC0010,66037,2020,11,02,21.0,1,N
IDCJAC0010,66037,2020,11,03,22.4,1,N
IDCJAC0010,66037,2020,11,04,25.6,1,N
IDCJAC0010,66037,2020,11,05,16.2,1,N
IDCJAC0010,66037,2020,11,06,20.2,1,N
IDCJAC0010,66037,2020,11,07,20.0,1,N
IDCJAC0010,66037,2020,11,08,20.5,1,N
IDCJAC0010,66037,2020,11,09,21.6,1,N
IDCJAC0010,66037,2020,11,10,23.9,1,N
IDCJAC0010,66037,2020,11,11,26.0,1,N
IDCJAC0010,66037,2020,11,12,32.8,1,N
IDCJAC0010,66037,2020,11,13,31.7,1,N
IDCJAC0010,66037,2020,11,14,25.7,1,N
IDCJAC0010,66037,2020,11,15,28.3,1,N
IDCJAC0010,66037,2020,11,16,39.7,1,N
IDCJAC0010,66037,2020,11,17,23.5,1,N
IDCJAC0010,66037,2020,11,18,24.9,1,N
IDCJAC0010,66037,2020,11,19,26.5,1,N
IDCJAC0010,66037,2020,11,20,31.3,1,N
IDCJAC0010,66037,2020,11,21,24.2,1,N
IDCJAC0010,66037,2020,11,22,27.8,1,N
IDCJAC0010,66037,2020,11,23,27.4,1,N
IDCJAC0010,66037,2020,11,24,23.5,1,N
IDCJAC0010,66037,2020,11,25,24.9,1,N
IDCJAC0010,66037,2020,11,26,33.6,1,N
IDCJAC0010,66037,2020,11,27,29.8,1,N
IDCJAC0010,66037,2020,11,28,43.0,1,N
IDCJAC0010,66037,2020,11,29,42.6,1,N
IDCJAC0010,66037,2020,11,30,24.1,1,N
IDCJAC0010,66037,2020,12,01,29.3,1,N
IDCJAC0010,66037,2020,12,02,24.1,1,N
IDCJAC0010,66037,2020,12,03,23.3,1,N
IDCJAC0010,66037,2020,12,04,30.0,1,N
IDCJAC0010,66037,2020,12,05,26.2,1,N
IDCJAC0010,66037,2020,12,06,31.8,1,N
IDCJAC0010,66037,2020,12,07,31.8,1,N
IDCJAC0010,66037,2020,12,08,21.8,1,N
IDCJAC0010,66037,2020,12,09,25.9,1,N
IDCJAC0010,66037,2020,12,10,26.5,1,N
IDCJAC0010,66037,2020,12,11,22.2,1,N
IDCJAC0010,66037,2020,12,12,25.1,1,N
IDCJAC0010,66037,2020,12,13,26.3,1,N
IDCJAC0010,66037,2020,12,14,25.0,1,N
IDCJAC0010,66037,2020,12,15,26.4,1,N
IDCJAC0010,66037,2020,12,16,28.5,1,N
IDCJAC0010,66037,2020,12,17,31.9,1,N
IDCJAC0010,66037,2020,12,18,34.0,1,N
IDCJAC0010,66037,2020,12,19,20.2,1,N
IDCJAC0010,66037,2020,12,20,24.2,1,N
IDCJAC0010,66037,2020,12,21,23.8,1,N
IDCJAC0010,66037,2020,12,22,29.2,1,N
IDCJAC0010,66037,2020,12,23,23.8,1,N
IDCJAC0010,66037,2020,12,24,28.1,1,N
IDCJAC0010,66037,2020,12,25,20.9,1,N
IDCJAC0010,66037,2020,12,26,26.0,1,N
IDCJAC0010,66037,2020,12,27,30.3,1,N
IDCJAC0010,66037,2020,12,28,25.2,1,N
IDCJAC0010,66037,2020,12,29,20.8,1,N
IDCJAC0010,66037,2020,12,30,24.9,1,N
IDCJAC0010,66037,2020,12,31,24.0,1,N
